p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_symbol
0	3.44220079315514	0.997	0.798	0	AGBL4
0	0.258638126741294	0.594	0.206	0	AGGF1
0	-0.288091307014493	0.718	0.366	0	AGL
0	-0.386355182265143	0.831	0.488	0	AGO4
0	-4.80546557013745	0.018	0.183	0	AGT
0	0.300208564482734	0.857	0.675	0	AHCTF1
0	-0.321098304965298	0.681	0.307	0	AHDC1
0	1.9758735031563	0.999	0.853	0	AHI1
0	1.76223766089506	0.748	0.167	0	AJAP1
0	0.461779457878998	0.472	0.169	0	AK6
0	0.72580073463607	0.885	0.35	0	AKAP11
0	0.454955022727465	0.783	0.455	0	AKAP12
0	2.57523891988221	0.375	0.036	0	AKAP5
0	0.364732116384318	0.856	0.48	0	AKAP8L
0	1.12509180031845	0.367	0.062	0	AKR1E2
0	0.672220355993012	0.469	0.104	0	AKTIP
0	-1.78849300212336	0.6	0.834	0	ALCAM
0	-4.47275284285243	0.064	0.237	0	ALDH1L1
0	1.53376161425944	0.508	0.166	0	ALDH1L2
0	0.584616706820631	0.663	0.214	0	ALDH5A1
0	0.88500275265421	0.882	0.411	0	ALDOA
0	-0.253697581941689	0.784	0.378	0	ALG13
0	0.784632300160646	0.494	0.096	0	ALKBH6
0	0.583530417135128	0.44	0.145	0	ALKBH8
0	1.14734873222702	0.815	0.289	0	ALS2
0	0.87544552160443	0.559	0.221	0	ALS2CR12
0	1.56720200367087	0.339	0.031	0	AMIGO1
0	0.26247331241607	0.783	0.382	0	AMMECR1
0	2.53074436342639	0.969	0.629	0	AMPH
0	-0.312459875311412	0.641	0.338	0	ANAPC1
0	1.11321511636932	0.296	0.031	0	ANAPC15
0	-0.316247767114738	0.846	0.557	0	ANKFY1
0	1.4715726291219	0.523	0.09	0	ANKMY2
0	0.345049064278368	0.936	0.568	0	ANKRD13C
0	-0.367068453311	0.554	0.193	0	ANKRD13D
0	3.70366690455889	0.51	0.181	0	ANKRD18B
0	0.348747824678627	0.702	0.248	0	ANKRD19P
0	1.37812099965797	0.723	0.148	0	ANKRD20A1
0	1.03732224445746	0.403	0.045	0	ANKRD20A2
0	1.62285258533894	0.572	0.07	0	ANKRD20A20P
0	1.49407539387134	0.514	0.075	0	ANKRD20A3
0	1.50997261481399	0.706	0.121	0	ANKRD20A4
0	2.73261344575914	0.74	0.199	0	ANKRD20A5P
0	1.68876042119586	0.819	0.267	0	ANKRD20A7P
0	1.45402885600297	0.622	0.197	0	ANKRD20A8P
0	1.15395852054117	0.732	0.352	0	ANKRD24
0	0.863042114643434	0.977	0.608	0	ANKRD26
0	4.59131445059659	0.5	0.157	0	ANKRD30B
0	4.07422202630198	0.92	0.514	0	ANKRD30BL
0	2.60221857082019	0.916	0.214	0	ANKRD32
0	3.44450728038749	0.73	0.244	0	ANKRD33B
0	5.17252082739322	0.723	0.126	0	ANKRD34C.AS1
0	1.29572719320461	0.995	0.78	0	ANKRD36
0	2.01039615281107	0.984	0.633	0	ANKRD36B
0	2.16263360783203	0.558	0.177	0	ANKRD36BP2
0	0.694464865743027	0.994	0.811	0	ANKRD36C
0	0.95401969849707	0.622	0.215	0	ANKRD42
0	0.805102404511569	0.537	0.163	0	ANKRD46
0	0.35276118594827	0.622	0.15	0	ANKRD49
0	1.30944006878018	1	0.966	0	ANKS1B
0	0.25909717100677	0.67	0.289	0	ANKS3
0	-4.9442691579077	0.156	0.397	0	ANLN
0	2.88598878736867	0.732	0.434	0	ANO3
0	1.90925479326948	0.904	0.248	0	ANO5
0	0.599868744929228	0.491	0.153	0	ANXA11
0	1.67449126802966	0.658	0.159	0	ANXA6
0	0.430645530541459	0.705	0.296	0	ANXA7
0	0.370963821901109	0.406	0.111	0	AP1AR
0	0.820215850662092	0.661	0.125	0	AP1G2
0	1.06819363250217	0.337	0.045	0	AP1S1
0	0.539529336621354	0.814	0.258	0	AP2M1
0	0.684988143458984	0.563	0.178	0	AP2S1
0	1.666107912657	0.806	0.153	0	AP3B2
0	1.22820955354939	0.658	0.219	0	AP3M2
0	0.857501652257186	0.842	0.293	0	AP3S1
0	0.657837027245088	0.722	0.392	0	AP4S1
0	0.497459587107159	0.588	0.158	0	AP5M1
0	0.54881668162084	0.941	0.559	0	APBA2
0	-5.81185784680539	0.034	0.369	0	APCDD1
0	1.10757565124944	0.922	0.389	0	APLP2
0	-0.271865783120385	0.578	0.206	0	APMAP
0	-5.36431951053343	0.244	0.566	0	APOD
0	-5.45210145222935	0.077	0.306	0	APOE
0	0.815459310664671	0.388	0.08	0	APOL2
0	0.479424614482002	0.794	0.558	0	APOO
0	1.31178154887963	0.775	0.251	0	ARF3
0	0.949671302663743	0.618	0.134	0	ARF5
0	0.395800008993369	0.896	0.556	0	ARFGEF2
0	0.854989195687092	0.512	0.203	0	ARG2
0	1.76120449104239	0.847	0.235	0	ARHGAP20
0	0.746939624027338	0.975	0.671	0	ARHGAP26
0	-4.23546307094282	0.159	0.436	0	ARHGAP31
0	1.02032248099732	0.975	0.661	0	ARHGAP32
0	0.464063003579175	0.756	0.491	0	ARHGAP39
0	2.88808284043379	0.965	0.457	0	ARHGAP44
0	2.27837436306707	0.637	0.037	0	ARHGDIG
0	-2.97766504179933	0.474	0.646	0	ARHGEF10
0	0.391097272721972	0.962	0.556	0	ARHGEF12
0	1.48552401622801	0.618	0.38	0	ARHGEF28
0	1.65710054212268	0.918	0.601	0	ARHGEF3
0	1.73418005562491	0.432	0.113	0	ARHGEF33
0	-3.34013278233453	0.073	0.236	0	ARHGEF40
0	0.25690646963736	0.968	0.661	0	ARHGEF7
0	0.660759034484432	0.89	0.394	0	ARHGEF9
0	0.375016377405982	0.916	0.535	0	ARID5B
0	0.55671588771261	0.568	0.128	0	ARL14EP
0	0.375050742130091	0.964	0.656	0	ARL15
0	2.70849032641481	0.486	0.053	0	ARL4C
0	1.24388294906575	0.643	0.138	0	ARL6
0	1.23718375288673	0.898	0.329	0	ARL6IP1
0	0.755578822470385	0.825	0.388	0	ARMC2
0	1.66881227835965	0.909	0.663	0	ARMC9
0	0.472592667752108	0.609	0.154	0	ARMCX3
0	0.948693493032651	0.383	0.033	0	ARMCX5
0	0.974602835134895	0.823	0.293	0	ARMCX5.GPRASP2
0	0.875824032254598	0.73	0.223	0	ARNTL
0	3.50282786941592	0.63	0.149	0	ARNTL2
0	-0.33683262679298	0.752	0.402	0	ARPC3
0	0.81437344590139	0.541	0.154	0	ARPC5L
0	1.94320900112652	0.879	0.325	0	ARPP19
0	2.33122787094246	0.86	0.426	0	ARPP21
0	0.261781412265757	0.511	0.162	0	ARV1
0	0.371530743461906	0.472	0.128	0	ASB8
0	0.25763677250537	0.941	0.599	0	ASCC3
0	5.13131263030847	0.969	0.673	0	ASIC2
0	1.63410473347526	0.768	0.148	0	ASNS
0	0.808908454292462	0.51	0.119	0	ASNSD1
0	-5.42999311158429	0.004	0.172	0	ASPA
0	0.306481822895174	0.632	0.158	0	ASPHD1
0	1.46548801876979	0.376	0.048	0	ASPHD2
0	3.4425164673772	0.333	0.065	0	ASPM
0	0.651007472515566	0.972	0.504	0	ASTN1
0	1.79627422227268	0.79	0.207	0	ASXL3
0	0.70672823184259	0.774	0.234	0	ATAD1
0	0.563224847004272	0.635	0.388	0	ATAD2
0	1.93425135469841	0.916	0.45	0	ATCAY
0	0.314614245767263	0.844	0.442	0	ATF2
0	0.568292806603246	0.709	0.219	0	ATF6B
0	-0.363938833756183	0.718	0.368	0	ATG14
0	0.80922809369445	0.592	0.149	0	ATG16L1
0	0.48370322495559	0.766	0.371	0	ATG5
0	0.289022404743583	0.401	0.103	0	ATG9A
0	0.818782027252142	0.918	0.428	0	ATL1
0	0.310559474252492	0.425	0.109	0	ATMIN
0	-4.9844557571816	0.535	0.744	0	ATP10B
0	1.14524860213932	0.759	0.241	0	ATP13A2
0	-4.89364731093103	0.29	0.522	0	ATP13A4
0	0.982223969648763	0.904	0.306	0	ATP1A1
0	-5.86766102454074	0.174	0.429	0	ATP1A2
0	3.14637499855617	0.944	0.232	0	ATP1A3
0	1.35776328967432	0.964	0.377	0	ATP1B1
0	0.669862955378724	0.889	0.378	0	ATP1B3
0	0.77970678006855	0.963	0.624	0	ATP2A2
0	2.23719784096754	0.987	0.486	0	ATP2B1
0	2.46569534896597	0.988	0.457	0	ATP2B2
0	2.87254988289674	0.577	0.057	0	ATP2B3
0	0.648771255565133	0.812	0.342	0	ATP5A1
0	0.820758390630332	0.887	0.395	0	ATP5B
0	0.488079494256594	0.591	0.21	0	ATP5C1
0	0.321949868354295	0.623	0.207	0	ATP5F1
0	0.695986407925028	0.688	0.166	0	ATP5G1
0	0.93597511040735	0.714	0.183	0	ATP5G3
0	0.624526526405524	0.65	0.161	0	ATP5H
0	0.563272808948391	0.796	0.268	0	ATP5J
0	0.288307694448107	0.695	0.217	0	ATP5J2
0	0.759554718132383	0.73	0.206	0	ATP5L
0	0.543124737837691	0.683	0.214	0	ATP5O
0	0.793155082503857	0.764	0.3	0	ATP6AP2
0	0.550227912380802	0.967	0.607	0	ATP6V0A1
0	1.16196539867036	0.943	0.342	0	ATP6V0C
0	0.702511128440811	0.668	0.228	0	ATP6V0D1
0	0.46337137534691	0.638	0.172	0	ATP6V0E2
0	1.24497808531049	0.955	0.454	0	ATP6V1A
0	1.06692603866058	0.767	0.171	0	ATP6V1B2
0	0.820208991222341	0.826	0.312	0	ATP6V1C1
0	0.89302535016916	0.652	0.235	0	ATP6V1D
0	0.282527889685289	0.804	0.428	0	ATP6V1E1
0	0.939358751747695	0.624	0.134	0	ATP6V1F
0	0.939380964140586	0.671	0.196	0	ATP6V1G1
0	2.11956762906595	0.604	0.065	0	ATP6V1G2
0	1.11246172021198	0.932	0.453	0	ATP6V1H
0	0.856275686462127	0.466	0.161	0	ATP7B
0	3.60071928507845	0.997	0.685	0	ATP8A2
0	0.719320849395101	0.62	0.175	0	ATP8B2
0	0.432437871827422	0.969	0.78	0	ATP9A
0	0.920847784395339	0.881	0.292	0	ATPIF1
0	0.401777887410924	0.877	0.486	0	ATR
0	2.7276729504697	0.995	0.714	0	ATRNL1
0	0.34488632203138	0.991	0.816	0	ATRX
0	-0.366521825097045	0.673	0.279	0	ATXN2L
0	0.577137630225674	0.54	0.125	0	ATXN7L3B
0	0.396111566291005	0.589	0.155	0	AZI2
0	0.322073509647793	0.63	0.252	0	AZIN1
0	-2.90012422818951	0.368	0.61	0	B2M
0	1.97094940239654	0.523	0.077	0	B3GALNT1
0	0.524572636838924	0.98	0.7	0	B3GALT1
0	2.20005026825095	0.515	0.07	0	B3GALT2
0	0.764649936091788	0.687	0.336	0	B3GALTL
0	0.438157515135638	0.557	0.239	0	B3GNTL1
0	3.00856663785213	0.442	0.02	0	B4GALNT1
0	2.41188082509956	0.555	0.277	0	B4GALNT3
0	1.85219852557855	0.798	0.24	0	B4GALT6
0	1.34726618324104	0.634	0.127	0	B4GAT1
0	0.25238942662398	0.609	0.244	0	BABAM1
0	0.667376132769473	0.815	0.507	0	BAG4
0	2.27397043535354	0.338	0.034	0	BAIAP3
0	2.0815261225798	0.917	0.317	0	BASP1
0	-1.76551696852982	0.962	0.939	0	BAZ2B
0	0.598674121464898	0.543	0.185	0	BBS1
0	0.82286209350013	0.618	0.206	0	BBS5
0	1.66969457202992	0.819	0.194	0	BBS7
0	0.981434885759309	0.85	0.273	0	BCAP29
0	0.418074732634592	0.547	0.155	0	BCAP31
0	-7.21945354254054	0.189	0.638	0	BCAS1
0	0.336025788865638	0.494	0.159	0	BCAS2
0	4.97700242659067	0.879	0.298	0	BCL11A
0	2.67272733715929	0.441	0.1	0	BCL11B
0	0.709783651453057	0.407	0.066	0	BCL2L2
0	-0.519490126016017	0.595	0.269	0	BCO2
0	0.581266812011765	0.574	0.208	0	BCYRN1P1
0	0.733037740189205	0.805	0.338	0	BDH1
0	1.08254036673555	0.972	0.668	0	BDP1
0	0.496883473441126	0.498	0.145	0	BEGAIN
0	1.66973228553976	0.348	0.04	0	BEND5
0	1.56684936338166	0.835	0.263	0	BEND6
0	-4.33047118703625	0.302	0.535	0	BEST1
0	2.2360462702968	0.913	0.174	0	BEX1
0	1.68642107573929	0.834	0.16	0	BEX2
0	1.20079033509603	0.847	0.261	0	BEX4
0	2.43082952387816	0.791	0.075	0	BEX5
0	0.357601774778486	0.49	0.137	0	BHLHB9
0	0.906793286329487	0.707	0.402	0	BICC1
0	0.536362616942923	0.58	0.248	0	BID
0	0.572116069354689	0.422	0.102	0	BIN3
0	0.649336130539294	0.66	0.173	0	BIVM
0	0.937698877434873	0.695	0.141	0	BLCAP
0	0.623805854840648	0.541	0.142	0	BLOC1S2
0	0.495359920665998	0.67	0.239	0	BLOC1S6
0	-3.9357960912004	0.176	0.386	0	BMP7
0	2.51399442857935	0.884	0.369	0	BMPER
0	0.679143385541412	0.986	0.847	0	BMPR2
0	0.508002864136408	0.752	0.325	0	BMS1
0	0.73491214788536	0.597	0.156	0	BNIP3
0	1.15778583494258	0.549	0.12	0	BOLA3
0	0.343448197853376	0.571	0.177	0	BRCC3
0	-0.38038695553388	0.529	0.168	0	BRD9
0	0.748700735206019	0.687	0.368	0	BRI3BP
0	1.20466443553072	0.935	0.546	0	BRINP1
0	0.443542274071572	0.849	0.389	0	BRINP2
0	0.287444892114085	0.792	0.474	0	BRINP3
0	0.301832924828261	0.431	0.116	0	BRIX1
0	0.927177732623482	0.694	0.235	0	BRK1
0	0.503179187499136	0.495	0.197	0	BRMS1L
0	0.561306849106151	0.683	0.223	0	BRSK2
0	0.261120275070721	0.97	0.713	0	BRWD1
0	1.38216956638162	0.565	0.081	0	BSCL2
0	-0.527460401637187	0.696	0.353	0	BSDC1
0	2.25522657807889	0.896	0.379	0	BSN
0	1.10895862744477	0.849	0.313	0	BTBD10
0	0.347818006883417	0.967	0.773	0	BTBD9
0	0.293132563138337	0.637	0.299	0	BTF3L4
0	1.41395935840479	0.628	0.163	0	BZW2
0	-4.40202741561887	0.726	0.803	0	C10orf11
0	-5.38176318260347	0.014	0.12	0	C10orf128
0	2.24607289370786	0.336	0.024	0	C10orf35
0	-5.14822040493619	0.003	0.133	0	C10orf54
0	-6.62529063413433	0.207	0.626	0	C10orf90
0	0.780272501062916	0.679	0.144	0	C11orf31
0	0.380613578827387	0.891	0.379	0	C11orf58
0	0.540478598146823	0.467	0.135	0	C11orf74
0	2.11744855912635	0.913	0.522	0	C11orf80
0	4.2046886508822	0.704	0.035	0	C11orf87
0	1.14978012464107	0.455	0.076	0	C12orf29
0	0.643688520970661	0.454	0.088	0	C12orf57
0	0.95287205645831	0.856	0.312	0	C14orf2
0	2.34249641544232	0.585	0.235	0	C15orf27
0	0.886657572871981	0.419	0.069	0	C15orf61
0	0.702796466229099	0.961	0.699	0	C16orf45
0	0.671913691095043	0.904	0.39	0	C16orf52
0	0.799414976055001	0.49	0.137	0	C16orf87
0	2.12705181797496	0.662	0.207	0	C17orf51
0	0.80940617839901	0.711	0.389	0	C18orf25
0	0.379180753686293	0.816	0.238	0	C19orf60
0	0.609785414524175	0.564	0.138	0	C19orf66
0	0.261907156864745	0.422	0.114	0	C1D
0	1.38876239067184	0.393	0.068	0	C1QTNF4
0	3.13622030195019	0.429	0.024	0	C1orf115
0	0.850158238467497	0.887	0.289	0	C1orf132
0	1.54481180451061	0.447	0.054	0	C1orf216
0	0.286531424344643	0.477	0.155	0	C1orf86
0	1.14751828555347	0.675	0.13	0	C21orf59
0	0.730676443261874	0.418	0.08	0	C2CD2L
0	0.31215794878853	0.774	0.488	0	C2CD3
0	0.704147337129917	0.974	0.56	0	C2CD5
0	1.58660400509739	0.489	0.126	0	C2orf80
0	2.01793522650024	0.687	0.085	0	C3orf14
0	3.03063478233247	0.694	0.434	0	C4orf22
0	0.378387741284824	0.839	0.461	0	C4orf29
0	0.685945586480518	0.64	0.157	0	C4orf3
0	1.18660099419379	0.57	0.126	0	C4orf47
0	-0.45085149013388	0.999	1	0	C5orf17
0	0.889205209722641	0.462	0.098	0	C5orf30
0	0.476938205686635	0.953	0.659	0	C5orf42
0	0.730142354547349	0.602	0.214	0	C5orf45
0	2.38066875078725	0.332	0.024	0	C5orf49
0	-5.48685032982011	0.036	0.233	0	C5orf64
0	0.479099916349298	0.519	0.134	0	C6orf136
0	0.4240368589006	0.712	0.338	0	C7orf50
0	0.536718932494406	0.762	0.328	0	C7orf60
0	4.89231768260346	0.801	0.446	0	C8orf34
0	2.03419193350934	0.37	0.071	0	C9orf129
0	1.56056129743428	0.679	0.086	0	C9orf16
0	0.733855826509177	0.691	0.29	0	C9orf41
0	0.624617657906219	0.426	0.117	0	C9orf78
0	0.672790793064806	0.522	0.198	0	C9orf91
0	1.98935084877265	0.754	0.113	0	CA11
0	-4.03549234142348	0.162	0.459	0	CA2
0	-0.453797852230168	0.826	0.521	0	CAB39
0	4.14778537136767	0.908	0.204	0	CABP1
0	1.6693749082857	0.991	0.87	0	CACNA1A
0	4.10526426463277	0.992	0.41	0	CACNA1B
0	2.51878641868917	0.994	0.581	0	CACNA1C
0	1.53695928446245	0.977	0.479	0	CACNA1D
0	3.05682825651959	0.886	0.266	0	CACNA1E
0	2.54968139097512	0.465	0.081	0	CACNA1G
0	2.93412489590888	0.51	0.157	0	CACNA1I
0	2.76456212131297	0.969	0.687	0	CACNA2D3
0	2.34166889220929	0.403	0.042	0	CACNB3
0	1.28198898491674	0.987	0.621	0	CACNB4
0	2.69638728887018	0.905	0.361	0	CACNG2
0	4.4743037460822	0.877	0.265	0	CACNG3
0	0.64901245709914	0.694	0.338	0	CACNG7
0	2.91949186817929	0.896	0.266	0	CACNG8
0	-0.330434034524257	0.761	0.392	0	CACUL1
0	0.537296143968264	0.61	0.167	0	CACYBP
0	1.81308188952179	0.635	0.084	0	CADM3
0	3.28585457944835	0.998	0.557	0	CADPS
0	2.58367517602992	0.853	0.571	0	CADPS2
0	0.651640487471687	0.754	0.245	0	CALCOCO1
0	1.28128347567116	0.998	0.745	0	CALM1
0	0.953810086781347	0.992	0.8	0	CALM2
0	0.812667773650413	0.622	0.099	0	CALM3
0	1.28275959332499	0.975	0.931	0	CALN1
0	3.33046160845291	0.9	0.08	0	CALY
0	1.55448436659414	0.47	0.068	0	CAMK1
0	1.0831158470971	0.989	0.914	0	CAMK1D
0	3.08415061922708	0.368	0.027	0	CAMK1G
0	2.87382009495021	0.881	0.172	0	CAMK2A
0	1.93521319723396	0.97	0.272	0	CAMK2B
0	0.471128499073534	0.874	0.384	0	CAMK2N1
0	2.0569418655686	0.912	0.401	0	CAMK4
0	2.54630007902025	0.652	0.13	0	CAMKK1
0	1.41133810330411	0.816	0.365	0	CAMKK2
0	3.56572661037115	0.724	0.036	0	CAMKV
0	1.11805835556856	0.654	0.188	0	CAMLG
0	1.21390986483949	0.422	0.152	0	CAMSAP3
0	0.35165336586087	0.639	0.213	0	CAMTA2
0	1.27800389974341	0.52	0.158	0	CAND2
0	3.17556991398904	0.974	0.582	0	CAP2
0	-4.74752107749367	0.231	0.47	0	CAPN3
0	-0.330871784095639	0.786	0.402	0	CAPN7
0	1.24504050048056	0.868	0.305	0	CAPRIN2
0	0.529844795593186	0.653	0.262	0	CAPS2
0	-6.93226872181882	0.069	0.428	0	CARNS1
0	0.274878364355535	0.654	0.254	0	CASD1
0	6.15773665988332	0.564	0.101	0	CBLN2
0	3.32196811305807	0.313	0.012	0	CBLN4
0	0.316589536740242	0.681	0.235	0	CBWD2
0	0.342324661308242	0.737	0.24	0	CBWD3
0	0.356254403897347	0.649	0.21	0	CBWD4P
0	0.600472484707177	0.894	0.366	0	CBWD5
0	0.905471392258477	0.791	0.317	0	CBWD6
0	0.265033138176325	0.573	0.167	0	CBX6
0	0.330541933088043	0.724	0.329	0	CC2D1A
0	0.336884859744232	0.741	0.41	0	CCBL1
0	0.403636328758092	0.462	0.172	0	CCDC124
0	0.582573613841857	0.873	0.405	0	CCDC132
0	1.54046470304956	0.76	0.181	0	CCDC136
0	0.606217562618802	0.73	0.368	0	CCDC138
0	1.22521710649908	0.887	0.474	0	CCDC144A
0	0.707210886346457	0.944	0.626	0	CCDC144B
0	3.81209557788713	0.351	0.047	0	CCDC144NL
0	1.0618958220596	0.754	0.48	0	CCDC148
0	0.772051751331769	0.93	0.702	0	CCDC171
0	0.709818663697633	0.55	0.202	0	CCDC181
0	0.830537583986594	0.863	0.435	0	CCDC186
0	1.15074988380341	0.711	0.149	0	CCDC28A
0	1.47871902224004	0.8	0.477	0	CCDC3
0	0.971097685208087	0.867	0.496	0	CCDC30
0	1.74802982924289	0.48	0.065	0	CCDC34
0	2.28925555739938	0.489	0.128	0	CCDC39
0	0.526023411885244	0.635	0.171	0	CCDC51
0	1.45524700900338	0.895	0.497	0	CCDC57
0	0.354886906648716	0.773	0.344	0	CCDC6
0	3.33806698955243	0.919	0.573	0	CCDC64
0	1.65457812361582	0.532	0.211	0	CCDC65
0	0.467248043305275	0.893	0.423	0	CCDC66
0	3.46958051009352	0.797	0.205	0	CCDC85A
0	1.1969212907483	0.581	0.071	0	CCDC85B
0	0.292108363547433	0.942	0.628	0	CCDC91
0	0.405166475466237	0.873	0.364	0	CCDC92
0	3.31083891983566	0.748	0.124	0	CCK
0	3.39205886952448	0.318	0.028	0	CCKBR
0	0.292224432904975	0.54	0.206	0	CCNB1IP1
0	0.959585620822792	0.544	0.115	0	CCNC
0	0.674238470135514	0.767	0.187	0	CCND2
0	0.391964233035297	0.625	0.187	0	CCNH
0	0.935813440573814	0.931	0.417	0	CCNI
0	1.91495889553567	0.72	0.081	0	CCPG1
0	0.383240876000142	0.77	0.284	0	CCSAP
0	3.89480325381338	1	0.87	0	CCSER1
0	0.434465357212861	0.634	0.199	0	CCT2
0	0.290246885811004	0.591	0.228	0	CCT6A
0	0.633240588023725	0.655	0.187	0	CCT8
0	2.71479026353228	0.533	0.247	0	CD163L1
0	2.09317389992107	0.588	0.065	0	CD200
0	-5.86945973345106	0.117	0.401	0	CD22
0	0.546494146039143	0.541	0.112	0	CD276
0	-0.370494623581471	0.656	0.352	0	CD2AP
0	0.629975419529007	0.952	0.528	0	CD47
0	0.358080886537653	0.664	0.263	0	CD59
0	-4.97282037750267	0.053	0.282	0	CD82
0	-6.89290084501894	0.111	0.453	0	CD9
0	0.31274560846577	0.724	0.404	0	CDC123
0	-4.73688023232031	0.202	0.426	0	CDC14A
0	0.64767562170137	0.71	0.207	0	CDC25B
0	0.833571231656972	0.825	0.296	0	CDC40
0	0.973742097300332	0.805	0.389	0	CDC42
0	-3.5389626616373	0.02	0.135	0	CDC42EP1
0	1.99703723350946	0.333	0.044	0	CDC42EP3
0	0.335928927722489	0.61	0.248	0	CDC5L
0	1.59141863987138	0.421	0.055	0	CDC7
0	-0.26231900888795	0.803	0.441	0	CDC73
0	1.34197657453831	0.881	0.448	0	CDH10
0	5.14509676978192	0.973	0.904	0	CDH12
0	3.95926485672565	0.98	0.75	0	CDH18
0	-5.46986930580196	0.128	0.306	0	CDH19
0	1.001054358959	0.93	0.508	0	CDH2
0	-3.07591839472773	0.573	0.834	0	CDH20
0	3.1882839510458	0.563	0.14	0	CDH22
0	1.12774149914795	0.459	0.153	0	CDH6
0	3.84795019121969	0.548	0.236	0	CDH7
0	1.88849495753006	0.833	0.452	0	CDH8
0	7.00704598906071	0.801	0.321	0	CDH9
0	0.463504413607221	0.395	0.098	0	CDIPT
0	2.12872723101103	0.989	0.707	0	CDK14
0	-4.54147240293805	0.266	0.489	0	CDK18
0	1.80039354043897	0.402	0.038	0	CDK5
0	2.19035779597642	0.627	0.061	0	CDK5R1
0	1.62838596100034	0.33	0.01	0	CDK5R2
0	1.6475684512117	0.763	0.258	0	CDKL2
0	1.65848074432937	0.947	0.576	0	CDKL5
0	-3.77462145767446	0.038	0.169	0	CDKN1C
0	1.57674984972909	0.417	0.036	0	CDKN2D
0	1.39700776754688	0.352	0.054	0	CDO1
0	2.03335072433922	0.749	0.44	0	CDON
