p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_symbol
0	0.919892069825265	0.999	0.902	0	Atp5f1
0	1.53211572955908	0.999	0.836	0	Atp5g1
0	0.838577762571903	1	0.984	0	Atp5g3
0	1.01417599745533	0.999	0.833	0	Atp5o
0	1.12362959741333	0.883	0.218	0	Atp5sl
0	1.42500168740269	0.996	0.674	0	Atp6ap1
0	2.29975867414936	0.999	0.753	0	Atp6ap2
0	1.70362021608205	0.998	0.584	0	Atp6v0a1
0	0.949750318164295	1	0.908	0	Atp6v0b
0	2.46911114891964	0.999	0.918	0	Atp6v0c
0	1.32417829793487	0.942	0.47	0	Atp6v0c.ps1
0	1.97105469394482	0.999	0.847	0	Atp6v0c.ps2
0	1.65633441029478	0.999	0.729	0	Atp6v0d1
0	-3.55541088693103	0.752	0.883	0	Atp6v0e
0	2.85763716517273	0.999	0.546	0	Atp6v0e2
0	2.61693711382532	1	0.613	0	Atp6v1a
0	3.64223604718643	0.999	0.549	0	Atp6v1b2
0	2.94762347770636	0.999	0.616	0	Atp6v1c1
0	2.39885650333982	0.999	0.738	0	Atp6v1d
0	2.25308638895856	1	0.822	0	Atp6v1e1
0	1.0222100436615	0.999	0.797	0	Atp6v1f
0	5.92875500485766	0.999	0.448	0	Atp6v1g2
0	1.78676866737839	0.999	0.817	0	Atp6v1h
0	1.58131899996681	0.88	0.295	0	Atp8a2
0	2.30889271455875	0.989	0.496	0	Atp9a
0	2.05937190758969	1	0.739	0	Atpif1
0	0.828716569126471	0.984	0.514	0	Atrn
0	1.45646638812951	0.951	0.449	0	Atrnl1
0	1.60194253988106	0.999	0.697	0	Atxn10
0	1.876458300319	0.754	0.077	0	Atxn7l3
0	1.16133267390091	0.998	0.622	0	Atxn7l3b
0	1.5069909938642	0.988	0.379	0	Auh
0	0.797686826824303	0.995	0.573	0	Aurkaip1
0	1.04435465292531	0.9	0.224	0	Avpi1
0	-6.32110568695307	0.015	0.504	0	Axl
0	0.736100015979667	0.959	0.395	0	Azi2
0	0.505576462128754	0.975	0.428	0	Azin1
0	5.34818440711993	0.984	0.125	0	B230209E15Rik
0	2.79258098173638	0.973	0.14	0	B230217C12Rik
0	0.33948622681063	0.982	0.501	0	B230219D22Rik
0	2.66404567626933	0.977	0.205	0	B3galnt1
0	2.05798555461216	0.759	0.089	0	B3gat1
0	1.31012345273289	0.985	0.384	0	B3gat3
0	5.08120096835301	0.898	0.06	0	B4galnt1
0	4.40880541526446	0.775	0.016	0	B4galnt4
0	0.806222113703442	0.908	0.295	0	B4galt3
0	1.27279256533728	0.843	0.165	0	B4galt5
0	1.13184098331909	0.968	0.287	0	B4galt6
0	0.908456181644587	0.97	0.443	0	B4gat1
0	2.60875398681419	0.775	0.068	0	B630019K06Rik
0	0.287841882683135	0.917	0.328	0	BC003965
0	1.13598597749031	0.983	0.381	0	BC005624
0	1.4546573046508	0.97	0.368	0	BC029722
0	0.707152002787986	0.999	0.806	0	BC031181
0	0.840158661517314	0.977	0.445	0	Babam1
0	0.939470075544923	0.974	0.451	0	Bag1
0	1.6209456685554	0.92	0.167	0	Bag4
0	0.667168424775314	0.917	0.272	0	Bag5
0	0.463789545335756	0.942	0.363	0	Bag6
0	2.02799577703516	0.941	0.253	0	Bai1
0	0.614664002773633	0.999	0.975	0	Bai3
0	0.273804489844514	0.995	0.587	0	Banf1
0	1.14701827820895	0.837	0.153	0	Bap1
0	3.25815705660275	1	0.295	0	Basp1
0	0.0257512470036172	0.994	0.629	0	Bbip1
0	2.19653256647534	0.92	0.207	0	Bbs4
0	1.52104698449315	0.9	0.161	0	Bbs5
0	1.80855247831292	0.93	0.406	0	Bc1
0	-5.79867355407365	0.196	0.531	0	Bcan
0	1.12292947112789	0.944	0.349	0	Bcap29
0	0.733134543570708	0.999	0.641	0	Bcas2
0	0.604105593815501	0.976	0.397	0	Bccip
0	4.80155774336637	0.906	0.214	0	Bcl11a
0	1.29978153517766	0.921	0.213	0	Bcl7a
0	0.236957757699798	0.947	0.41	0	Bcl7b
0	0.5537895936076	0.95	0.411	0	Becn1
0	3.01002722430032	0.815	0.048	0	Begain
0	4.22795759585154	0.982	0.154	0	Bend6
0	0.293946605119338	0.944	0.343	0	Bet1l
0	4.87316797844089	0.996	0.125	0	Bex1
0	5.87581374614828	1	0.336	0	Bex2
0	3.64756033617533	0.96	0.065	0	Bex4
0	-6.70320593008822	0.228	0.384	0	Bgn
0	1.38941695836497	0.939	0.268	0	Bhlhb9
0	0.561068905912627	0.976	0.515	0	Bicd1
0	-0.0407038801525754	0.973	0.294	0	Bin1
0	1.05215228007964	0.956	0.385	0	Blcap
0	0.520799921674627	0.93	0.371	0	Blmh
0	-1.37581253527857	0.972	0.797	0	Bloc1s1
0	0.327734744682671	0.965	0.419	0	Bloc1s2
0	1.03231376029964	0.914	0.247	0	Blvra
0	1.79193611917139	0.994	0.442	0	Bnip3
0	0.343621733214753	0.998	0.679	0	Bnip3l
0	1.13772408632714	0.975	0.379	0	Bod1
0	0.185408385000612	0.979	0.504	0	Bola2
0	0.44442030721276	0.963	0.47	0	Bpnt1
0	0.391012988512316	0.992	0.675	0	Braf
0	0.724172549181767	0.946	0.338	0	Brcc3
0	0.0665542611590109	0.954	0.428	0	Brd3
0	1.6975420727719	0.959	0.26	0	Bri3bp
0	3.57712223663766	0.971	0.183	0	Brinp1
0	3.30516301190463	0.832	0.086	0	Brinp2
0	0.358192698403308	0.941	0.373	0	Brix1
0	0.807626968748678	0.939	0.349	0	Brms1l
0	1.46610515182798	0.903	0.191	0	Brsk2
0	0.439247698918169	0.987	0.686	0	Brwd1
0	1.48666594592367	0.997	0.385	0	Bscl2
0	4.82001064368001	0.98	0.374	0	Bsn
0	0.522295297527672	0.965	0.431	0	Btbd1
0	1.97407246229149	0.944	0.373	0	Btbd10
0	-6.25586645672462	0.092	0.432	0	Btbd17
0	0.852868620886587	0.983	0.432	0	Btf3l4
0	1.17506653856373	0.981	0.554	0	Btrc
0	0.359458239329128	0.981	0.526	0	Bud31
0	1.44554332991507	0.889	0.178	0	Bzrap1
0	1.03530375242833	0.991	0.561	0	Bzw1
0	1.03386433440039	0.923	0.37	0	Bzw2
0	-6.17968392390742	0.003	0.304	0	C030018K13Rik
0	0.745220031310438	0.99	0.512	0	C1d
0	0.528955628035607	0.974	0.443	0	C1qbp
0	5.43271179360828	0.996	0.146	0	C1qtnf4
0	4.98106762809778	0.949	0.091	0	C230004F18Rik
0	4.55669513484885	0.756	0.014	0	C230057M02Rik
0	1.14162418672303	0.879	0.107	0	C230091D08Rik
0	2.19532367796014	0.844	0.112	0	C2cd2l
0	0.859842479382654	0.949	0.46	0	C2cd5
0	2.60908271077393	0.807	0.181	0	C530008M17Rik
0	0.632023244911905	0.872	0.234	0	C78339
0	0.539824944054955	0.975	0.518	0	Cab39
0	1.57559566538157	0.94	0.122	0	Cabp1
0	1.11604189555225	0.829	0.172	0	Cacfd1
0	2.90271500265311	0.969	0.407	0	Cacna1a
0	4.32374699557904	0.904	0.292	0	Cacna1b
0	0.219353663335046	0.961	0.351	0	Cacna1c
0	1.77703663937	0.947	0.418	0	Cacna1d
0	3.55959488958408	0.88	0.182	0	Cacna1e
0	4.24279580045095	0.858	0.403	0	Cacna2d3
0	0.926354031255966	0.855	0.16	0	Cacnb1
0	0.58111625606059	0.913	0.41	0	Cacnb2
0	3.70883058301322	0.85	0.069	0	Cacnb3
0	3.84808624361419	0.994	0.403	0	Cacnb4
0	5.11305118937721	0.982	0.121	0	Cacng2
0	7.2185947519094	0.912	0.096	0	Cacng3
0	1.42870359049782	0.996	0.544	0	Cacybp
0	-0.0384226677054826	0.998	0.793	0	Cadm2
0	3.89488731553587	0.962	0.062	0	Cadm3
0	4.83228172108474	0.999	0.241	0	Cadps
0	1.81099057265279	1	0.998	0	Calm1
0	3.199721413801	1	0.975	0	Calm2
0	1.6774002084023	0.999	0.672	0	Calm3
0	5.05519053904328	0.812	0.26	0	Caln1
0	5.28387354996612	0.999	0.197	0	Caly
0	0.917634681603089	0.945	0.467	0	Camk1
0	4.8126863389313	0.684	0.027	0	Camk1g
0	3.99720998997449	0.944	0.181	0	Camk2a
0	5.39670165257871	0.998	0.164	0	Camk2b
0	2.47594418855084	0.983	0.667	0	Camk2n1
0	3.27964845104564	0.877	0.124	0	Camk2n2
0	6.1288979383032	0.871	0.268	0	Camk4
0	2.33483922160295	0.797	0.287	0	Camkk1
0	2.76596094283699	0.895	0.215	0	Camkk2
0	6.58286682684651	0.941	0.058	0	Camkv
0	0.987520302769714	0.886	0.234	0	Camsap1
0	0.466988498228233	0.917	0.346	0	Camsap2
0	1.33990134467606	0.997	0.643	0	Camta1
0	0.95810091709641	0.931	0.294	0	Camta2
0	0.63285249409148	1	0.926	0	Canx
0	1.82264929269563	0.92	0.434	0	Cap2
0	0.682070717838628	0.981	0.474	0	Caprin1
0	0.592127995891815	0.997	0.791	0	Capza2
0	0.326118892420737	0.997	0.758	0	Capzb
0	4.64825398707529	0.981	0.907	0	Car10
0	1.44218316876836	0.969	0.26	0	Car11
0	-5.59153071607711	0.241	0.625	0	Car2
0	1.27274667064894	0.894	0.22	0	Cars
0	1.00991414327363	0.977	0.394	0	Casc4
0	0.863979027805186	0.99	0.483	0	Cbr1
0	-6.31856805623492	0.051	0.417	0	Cbs
0	0.860709163526363	0.997	0.706	0	Cbx5
0	1.63347978491284	0.973	0.271	0	Cbx6
0	0.367391851813288	0.921	0.319	0	Cby1
0	2.25194685792107	0.789	0.062	0	Ccdc106
0	0.0740496144918357	0.945	0.386	0	Ccdc107
0	1.4236941828986	0.995	0.48	0	Ccdc124
0	0.58575365543201	0.963	0.375	0	Ccdc127
0	0.446177265808808	0.946	0.392	0	Ccdc132
0	1.63012245392924	0.943	0.411	0	Ccdc136
0	-6.52356985135622	0.106	0.571	0	Ccdc141
0	2.70449314797672	0.809	0.058	0	Ccdc184
0	0.343973705544455	0.894	0.278	0	Ccdc186
0	1.74046393913087	0.944	0.311	0	Ccdc25
0	1.62889292644281	0.851	0.129	0	Ccdc28a
0	1.72245323430662	0.948	0.224	0	Ccdc32
0	-0.16908247059921	0.919	0.363	0	Ccdc55
0	-0.273475196253075	0.967	0.449	0	Ccdc59
0	0.99461738070104	0.988	0.475	0	Ccdc85b
0	4.47171561842039	0.964	0.112	0	Ccdc92
0	8.52299680612179	0.791	0.29	0	Cck
0	5.97441757501624	0.625	0.021	0	Cckbr
0	2.88005050651146	0.997	0.234	0	Ccl27a
0	0.725869065473447	0.971	0.534	0	Ccnc
0	0.522331940969245	0.941	0.344	0	Ccndbp1
0	1.05437634642889	0.996	0.546	0	Ccnh
0	0.531918231406066	0.974	0.542	0	Ccni
0	0.575180176057852	0.906	0.303	0	Ccpg1
0	1.79830448529896	0.893	0.22	0	Ccrn4l
0	4.80347849955727	0.917	0.089	0	Ccsap
0	3.00985898484419	0.991	0.538	0	Ccser1
0	0.718451449043742	0.979	0.475	0	Cct2
0	0.53850676765284	0.988	0.611	0	Cct3
0	0.645094952182866	0.985	0.53	0	Cct4
0	0.877414571649664	0.995	0.601	0	Cct5
0	1.086856044837	0.997	0.617	0	Cct6a
0	1.23250996196015	0.998	0.643	0	Cct7
0	1.22896968827171	0.998	0.661	0	Cct8
0	1.787646559585	0.987	0.323	0	Cd200
0	0.752961036742319	0.997	0.771	0	Cd47
0	-3.94105347427666	0.375	0.873	0	Cd63
0	-2.21521413233318	0.215	0.82	0	Cd63.ps
0	-1.68037309856297	0.998	0.988	0	Cd81
0	-8.2038027559905	0.04	0.556	0	Cd9
0	0.709901886688504	0.944	0.352	0	Cdadc1
0	0.817386732927641	0.992	0.539	0	Cdc123
0	0.680670943102911	0.872	0.235	0	Cdc34
0	0.851035250123134	0.993	0.497	0	Cdc37
0	0.707194388334319	1	0.894	0	Cdc42
0	-5.96248295921839	0.009	0.347	0	Cdc42ep1
0	0.586813497931644	0.961	0.523	0	Cdc42se2
0	1.41468092092192	0.801	0.116	0	Cdc7
0	7.58632098530127	0.897	0.56	0	Cdh12
0	-7.00493126251994	0.061	0.386	0	Cdh19
0	6.46745750760811	0.73	0.07	0	Cdh8
0	1.37564960861535	0.998	0.648	0	Cdip1
0	1.46314101286509	0.979	0.395	0	Cdipt
0	1.33503464801428	0.844	0.153	0	Cdk10
0	0.969394812653695	0.92	0.31	0	Cdk16
0	1.17476266291358	0.971	0.486	0	Cdk17
0	-1.29858533836322	0.884	0.556	0	Cdk2ap2
0	0.818127588509867	0.991	0.534	0	Cdk5
0	3.87255428471697	0.98	0.081	0	Cdk5r1
0	3.53384197292872	0.896	0.025	0	Cdk5r2
0	4.33925188492324	0.788	0.08	0	Cdkl2
0	3.07883699998011	0.925	0.161	0	Cdkl5
0	1.18930728298365	0.911	0.256	0	Cdkn2aipnl
0	1.35849899650902	0.968	0.327	0	Cdkn2d
0	4.90270682293884	0.952	0.093	0	Cdr1
0	3.71105033895319	0.899	0.079	0	Cds1
0	0.250490666344179	0.986	0.512	0	Cds2
0	-2.31076283444102	0.696	0.327	0	Cebpb
0	0.320718912685	0.962	0.413	0	Cebpzos
0	1.57249560121678	0.999	0.893	0	Celf2
0	3.69192366942382	0.972	0.05	0	Celf3
0	5.31433891528931	1	0.312	0	Celf4
0	4.44440907711954	0.949	0.037	0	Celf5
0	5.14641185564734	0.725	0.117	0	Celf6
0	2.3917494826824	0.943	0.208	0	Celsr2
0	3.21860633244516	0.996	0.346	0	Cend1
0	1.2572788836052	0.965	0.236	0	Cenpv
0	3.43688937314477	0.932	0.064	0	Cep170b
0	2.51951403299044	0.97	0.4	0	Cep19
0	0.343676555040554	0.877	0.25	0	Cep290
0	-3.81833820975276	0.477	0.622	0	Cers2
0	0.486976260640013	0.911	0.253	0	Cers4
0	3.15471411347513	0.918	0.124	0	Cers6
0	0.455051392325268	0.954	0.38	0	Cetn2
0	0.154888390677856	0.975	0.509	0	Cfap20
0	1.42690517170447	0.997	0.466	0	Cfap36
0	0.20718015358775	0.908	0.312	0	Cfap97
0	1.20475855483022	0.998	0.708	0	Cfdp1
0	0.703116933146564	1	0.996	0	Cfl1
0	0.485269535337224	0.985	0.501	0	Cfl2
0	1.00792982538528	0.833	0.164	0	Chac2
0	0.214372325649109	0.986	0.555	0	Chchd1
0	1.17871956975869	0.999	0.656	0	Chchd10
0	1.56388367388768	0.962	0.252	0	Chchd4
0	2.89157995254328	0.997	0.668	0	Chchd6
0	0.2155259766271	0.974	0.421	0	Chchd7
0	1.39625344417374	0.972	0.336	0	Chd3
0	5.62633887968628	0.998	0.171	0	Chd3os
0	4.26613071560187	0.982	0.129	0	Chd5
0	5.64289960569721	0.983	0.102	0	Chga
0	8.17952044113791	0.997	0.172	0	Chgb
0	2.33744315693536	0.981	0.69	0	Chl1
0	0.681023612189253	0.953	0.375	0	Chmp2b
0	0.29336049667377	0.98	0.561	0	Chmp3
0	0.139273407688041	0.99	0.615	0	Chmp5
0	3.37000266228	0.996	0.665	0	Chn1
0	0.455918549889565	0.984	0.513	0	Chordc1
0	1.19719239015314	0.966	0.501	0	Chp1
0	1.53466895857194	0.863	0.173	0	Chpf
0	4.67543794849013	0.841	0.101	0	Chrm1
0	6.7890740088981	0.888	0.203	0	Chrm3
0	0.00230784989026933	0.954	0.351	0	Chst10
0	3.7979436749659	0.804	0.127	0	Chsy3
0	0.504931752769141	0.981	0.462	0	Chtop
0	0.546343923483685	0.975	0.536	0	Churc1
0	0.764718896197149	0.923	0.288	0	Ciao1
0	-3.37928895958758	0.336	0.424	0	Cib1
0	2.04961053899117	0.8	0.093	0	Cib2
0	1.22091581475821	0.934	0.347	0	Cinp
0	0.070269150593897	0.956	0.371	0	Cir1
0	0.834906457318466	0.973	0.426	0	Cirbp
0	1.13128007362129	0.999	0.728	0	Cisd1
0	0.188725003670969	0.983	0.514	0	Cisd2
0	2.77327023786701	0.98	0.346	0	Cit
0	0.809192862025188	0.913	0.271	0	Cited2
0	7.27275987624454	0.991	0.193	0	Ckmt1
0	0.683774605514492	0.993	0.579	0	Clcn3
0	0.977238996379134	0.989	0.526	0	Clcn4.2
0	-8.03200787548075	0.101	0.514	0	Cldn10
0	0.927414200537302	0.992	0.662	0	Clec16a
0	4.17075201986188	0.909	0.086	0	Clec2l
0	-5.2802899192909	0.263	0.584	0	Clic1
0	0.321696894914757	0.985	0.642	0	Clip1
0	1.8951558564384	0.996	0.39	0	Clip3
0	-5.15031693737894	0.206	0.549	0	Clmn
0	1.10745640366487	0.994	0.654	0	Clns1a
0	0.377845613367515	0.993	0.6	0	Clpp
0	0.473431144105233	0.946	0.383	0	Clptm1l
0	2.54733642480245	0.998	0.637	0	Clstn1
0	3.9996527851819	0.887	0.125	0	Clstn2
